DataMeta;LojaID;Categoria;MetaReceita;MetaMargem
2025-08-01;9;Moda;2993,69;1236,71
2025-08-01;9;Beleza;1628,79;690,32
2025-08-01;9;Esporte;525,30;217,94
2025-08-01;10;Eletronicos;3457,20;1457,67
2025-08-01;10;Casa;5061,11;2201,99
2025-08-01;10;Moda;5049,91;2125,07
2025-08-01;10;Beleza;1367,08;587,35
2025-08-01;10;Esporte;1907,87;797,31
2025-08-01;11;Eletronicos;4155,76;1685,56
2025-08-01;11;Casa;4363,46;1768,17
2025-08-01;11;Moda;3467,27;1418,35
2025-08-01;11;Beleza;2694,88;1058,80
2025-08-01;11;Esporte;3308,41;1490,95
2025-08-01;12;Eletronicos;1474,00;630,39
2025-08-01;12;Casa;3173,65;1344,38
2025-08-01;12;Moda;5973,27;2536,34
2025-08-01;12;Beleza;1319,28;515,28
2025-08-01;12;Esporte;3806,41;1693,37
2025-09-01;1;Eletronicos;4104,43;1819,61
2025-09-01;1;Casa;1762,63;800,77
2025-09-01;1;Moda;3716,71;1413,28
2025-09-01;1;Beleza;821,13;337,50
2025-09-01;1;Esporte;679,45;299,89
2025-09-01;2;Eletronicos;6090,98;2239,04
2025-09-01;2;Casa;4107,71;1799,37
2025-09-01;2;Moda;4338,26;1869,74
2025-09-01;2;Beleza;2232,75;1006,47
2025-09-01;2;Esporte;4923,09;2257,77
2025-09-01;3;Eletronicos;1104,32;429,07
2025-09-01;3;Casa;3066,51;1400,95
2025-09-01;3;Moda;3353,81;1403,16
2025-09-01;3;Beleza;2211,81;843,91
2025-09-01;3;Esporte;1761,06;757,85
2025-09-01;4;Eletronicos;4445,19;1862,22
2025-09-01;4;Casa;9503,23;3439,28
2025-09-01;4;Moda;2729,88;1235,41
2025-09-01;4;Beleza;4992,78;1802,46
2025-09-01;4;Esporte;3306,46;1365,61
2025-09-01;5;Eletronicos;1477,67;622,31
2025-09-01;5;Casa;630,39;253,59
2025-09-01;5;Moda;2901,77;1249,88
2025-09-01;5;Beleza;2406,18;907,81
2025-09-01;5;Esporte;1835,76;791,53
2025-09-01;6;Eletronicos;4586,12;1796,47
2025-09-01;6;Casa;2402,27;1015,56
2025-09-01;6;Moda;4080,12;1859,70
2025-09-01;6;Beleza;6186,92;2312,06
2025-09-01;6;Esporte;3469,02;1587,44
2025-09-01;7;Eletronicos;2058,99;778,67
2025-09-01;7;Casa;4609,79;1928,32
2025-09-01;7;Moda;3859,49;1743,54
2025-09-01;7;Beleza;4214,29;1864,94
2025-09-01;7;Esporte;6506,70;2396,79
2025-09-01;8;Eletronicos;3650,97;1675,54
2025-09-01;8;Casa;2733,02;1057,52
2025-09-01;8;Moda;5722,33;2167,49
2025-09-01;8;Beleza;2460,72;1020,22
2025-09-01;8;Esporte;4272,17;1817,22
2025-09-01;9;Eletronicos;2707,06;1241,13
2025-09-01;9;Casa;914,60;357,45
2025-09-01;9;Moda;3983,00;1570,08
2025-09-01;9;Beleza;1611,08;634,65
2025-09-01;9;Esporte;2153,83;799,03
2025-09-01;10;Eletronicos;3671,31;1599,82
2025-09-01;10;Casa;8664,68;3355,15
2025-09-01;10;Moda;2273,61;1002,81
2025-09-01;10;Beleza;2642,08;1179,91
2025-09-01;10;Esporte;2838,02;1303,23
2025-09-01;11;Eletronicos;3656,83;1520,33
2025-09-01;11;Casa;589,90;271,17
2025-09-01;11;Moda;4621,54;1880,89
2025-09-01;11;Beleza;2310,91;955,90
2025-09-01;11;Esporte;2349,87;992,48
2025-09-01;12;Eletronicos;2836,57;1041,84
2025-09-01;12;Casa;4256,94;1917,08
2025-09-01;12;Moda;3791,02;1444,58
2025-09-01;12;Beleza;3624,31;1393,42
2025-09-01;12;Esporte;4611,17;2073,84
2025-10-01;1;Eletronicos;3364,16;1281,92
2025-10-01;1;Casa;2547,79;964,49
2025-10-01;1;Moda;10134,49;3701,25
2025-10-01;1;Beleza;6876,58;2676,72
2025-10-01;1;Esporte;5114,45;1949,63
2025-10-01;2;Eletronicos;616,93;228,54
2025-10-01;2;Casa;2382,51;935,79
2025-10-01;2;Moda;3933,09;1472,92
2025-10-01;2;Beleza;2256,99;889,95
2025-10-01;2;Esporte;3394,83;1412,73
2025-10-01;3;Eletronicos;3078,78;1411,35
2025-10-01;3;Casa;1207,12;470,44
2025-10-01;3;Moda;3709,77;1612,15
2025-10-01;3;Beleza;2846,02;1235,85
2025-10-01;3;Esporte;2928,58;1157,79
2025-10-01;4;Eletronicos;5158,97;2343,11
2025-10-01;4;Casa;3370,06;1362,42
2025-10-01;4;Moda;2917,82;1164,92
2025-10-01;4;Beleza;3416,05;1359,07
2025-10-01;4;Esporte;1614,41;597,82
2025-10-01;5;Eletronicos;1378,52;592,97
2025-10-01;5;Casa;3760,62;1440,07
2025-10-01;5;Moda;5121,65;2046,92
2025-10-01;5;Beleza;2040,52;782,66
2025-10-01;5;Esporte;3145,75;1413,83
2025-10-01;6;Eletronicos;1674,65;692,34
2025-10-01;6;Casa;3050,35;1386,09
2025-10-01;6;Moda;2933,15;1108,91
2025-10-01;6;Beleza;2179,30;865,52
2025-10-01;6;Esporte;4173,27;1776,04
2025-10-01;7;Eletronicos;3088,13;1315,29
2025-10-01;7;Casa;2763,49;1099,87
2025-10-01;7;Moda;3782,02;1374,72
2025-10-01;7;Beleza;4169,11;1582,47
2025-10-01;7;Esporte;1449,03;565,66
2025-10-01;8;Eletronicos;1740,96;701,65
2025-10-01;8;Casa;4790,18;2188,40
2025-10-01;8;Moda;5628,39;2150,27
2025-10-01;8;Beleza;6691,63;3010,17
2025-10-01;8;Esporte;3165,85;1339,93
2025-10-01;9;Eletronicos;3751,10;1606,56
2025-10-01;9;Casa;6611,67;2431,44
2025-10-01;9;Moda;3830,29;1733,26
2025-10-01;9;Beleza;2144,56;783,46
2025-10-01;9;Esporte;1943,49;765,52
2025-10-01;10;Eletronicos;539,15;199,67
2025-10-01;10;Casa;6502,22;2484,95
2025-10-01;10;Moda;6407,24;2470,57
2025-10-01;10;Beleza;3124,20;1414,26
2025-10-01;10;Esporte;2394,37;959,84
2025-10-01;11;Eletronicos;5581,74;2468,15
2025-10-01;11;Casa;2670,02;1145,79
2025-10-01;11;Moda;11761,66;5125,03
2025-10-01;11;Beleza;3405,08;1413,59
2025-10-01;11;Esporte;4391,71;1984,27
2025-10-01;12;Eletronicos;2292,96;898,88
2025-10-01;12;Casa;4042,66;1709,92
2025-10-01;12;Moda;3282,74;1297,14
2025-10-01;12;Beleza;2052,15;865,12
2025-10-01;12;Esporte;1929,12;856,90
2025-11-01;1;Eletronicos;3242,41;1467,95
2025-11-01;1;Casa;2075,94;762,58
2025-11-01;1;Moda;3879,85;1526,59
2025-11-01;1;Beleza;3771,26;1422,17
2025-11-01;1;Esporte;4012,00;1668,57
2025-11-01;2;Eletronicos;2014,57;870,67
2025-11-01;2;Casa;4003,05;1503,63
2025-11-01;2;Moda;3159,18;1319,27
2025-11-01;2;Beleza;8236,01;3381,70
2025-11-01;2;Esporte;4787,24;2150,47
2025-11-01;3;Eletronicos;4296,05;1784,17
2025-11-01;3;Casa;2500,03;1148,97
2025-11-01;3;Moda;3829,37;1534,58
2025-11-01;3;Beleza;3461,33;1464,74
2025-11-01;3;Esporte;3381,28;1367,73
2025-11-01;4;Eletronicos;2412,40;1001,36
2025-11-01;4;Casa;1285,57;536,49
2025-11-01;4;Moda;4328,25;1739,54
2025-11-01;4;Beleza;1658,90;659,42
2025-11-01;4;Esporte;2568,00;1034,69
2025-11-01;5;Eletronicos;4049,39;1517,13
2025-11-01;5;Casa;6698,16;2857,58
2025-11-01;5;Moda;12469,08;4598,59
2025-11-01;5;Beleza;2838,42;1300,52
2025-11-01;5;Esporte;4505,13;1832,78
2025-11-01;6;Eletronicos;3306,74;1468,69
2025-11-01;6;Casa;1108,26;476,01
2025-11-01;6;Moda;390,08;143,53
2025-11-01;6;Beleza;1693,77;741,12
2025-11-01;6;Esporte;2518,53;1084,64
2025-11-01;7;Eletronicos;1467,73;540,32
2025-11-01;7;Casa;2204,00;913,73
2025-11-01;7;Moda;4877,76;2003,65
2025-11-01;7;Beleza;3382,77;1518,52
2025-11-01;7;Esporte;2944,47;1144,24
2025-11-01;8;Eletronicos;3026,29;1213,21
2025-11-01;8;Casa;6014,10;2317,21
2025-11-01;8;Moda;4370,86;1904,43
2025-11-01;8;Beleza;6277,73;2563,48
2025-11-01;8;Esporte;4635,12;1836,57
2025-11-01;9;Eletronicos;3258,74;1398,34
2025-11-01;9;Casa;1420,33;545,24
2025-11-01;9;Moda;5144,92;1966,58
2025-11-01;9;Beleza;1943,04;777,18
2025-11-01;9;Esporte;5461,27;2209,48
2025-11-01;10;Eletronicos;1822,43;832,61
2025-11-01;10;Casa;3847,96;1647,72
2025-11-01;10;Moda;2501,74;1049,33
2025-11-01;10;Beleza;1908,96;838,90
2025-11-01;10;Esporte;453,07;169,30
2025-11-01;11;Eletronicos;1804,26;823,59
2025-11-01;11;Casa;3160,09;1315,06
2025-11-01;11;Moda;4437,20;1965,13
2025-11-01;11;Beleza;1673,91;732,13
2025-11-01;11;Esporte;797,94;290,21
2025-11-01;12;Eletronicos;5321,70;2307,92
2025-11-01;12;Casa;4136,92;1711,07
2025-11-01;12;Moda;5758,10;2384,06
2025-11-01;12;Beleza;1418,92;588,16
2025-11-01;12;Esporte;6401,85;2381,85
2025-12-01;1;Eletronicos;3682,17;1343,84
2025-12-01;1;Casa;2160,30;843,66
2025-12-01;1;Moda;3124,78;1185,27
2025-12-01;1;Beleza;1321,69;550,93
2025-12-01;1;Esporte;1284,80;505,22
2025-12-01;2;Eletronicos;4779,82;2151,75
2025-12-01;2;Casa;5297,09;2422,16
2025-12-01;2;Moda;5138,39;1960,45
2025-12-01;2;Beleza;2944,35;1270,16
2025-12-01;2;Esporte;6429,75;2614,03
2025-12-01;3;Eletronicos;3781,68;1678,55
2025-12-01;3;Casa;3064,05;1135,69
2025-12-01;3;Moda;8713,83;3891,29
2025-12-01;3;Beleza;3192,13;1346,54
2025-12-01;3;Esporte;4555,10;1730,19
2025-12-01;4;Eletronicos;3931,66;1513,53
2025-12-01;4;Casa;3800,92;1391,02
2025-12-01;4;Moda;4741,21;2093,77
2025-12-01;4;Beleza;4280,68;1952,71
2025-12-01;4;Esporte;2900,85;1298,48
2025-12-01;5;Eletronicos;2022,04;760,10
2025-12-01;5;Casa;1376,89;514,32
2025-12-01;5;Moda;3345,66;1330,01
2025-12-01;5;Beleza;4089,19;1807,80
2025-12-01;5;Esporte;602,67;269,54
2025-12-01;6;Eletronicos;3692,78;1683,84
2025-12-01;6;Casa;3010,57;1293,29
2025-12-01;6;Moda;3109,78;1295,29
2025-12-01;6;Beleza;2508,48;1000,13
2025-12-01;6;Esporte;4141,40;1572,49
2025-12-01;7;Eletronicos;1633,37;617,74
2025-12-01;7;Casa;2175,76;803,31
2025-12-01;7;Moda;5897,00;2488,95
2025-12-01;7;Beleza;1653,06;639,76
2025-12-01;7;Esporte;2599,27;1115,01
2025-12-01;8;Eletronicos;1736,37;739,93
2025-12-01;8;Casa;3235,03;1310,94
2025-12-01;8;Moda;5979,73;2659,90
2025-12-01;8;Beleza;5209,11;2264,72
2025-12-01;8;Esporte;2641,45;1026,70
2025-12-01;9;Eletronicos;2681,28;1136,38
2025-12-01;9;Casa;2960,17;1355,57
2025-12-01;9;Moda;5205,45;2382,97
2025-12-01;9;Beleza;3535,63;1552,70
2025-12-01;9;Esporte;2805,63;1221,04
2025-12-01;10;Eletronicos;1364,89;535,88
2025-12-01;10;Casa;2158,68;859,03
2025-12-01;10;Moda;4977,81;2197,99
2025-12-01;10;Beleza;2581,16;1115,46
2025-12-01;10;Esporte;3241,48;1291,26
2025-12-01;11;Eletronicos;4689,28;2136,54
2025-12-01;11;Casa;3421,64;1463,99
2025-12-01;11;Moda;5654,72;2235,13
2025-12-01;11;Beleza;6401,92;2522,33
2025-12-01;11;Esporte;7260,79;2679,62
2025-12-01;12;Eletronicos;5324,98;2236,78
2025-12-01;12;Casa;5357,26;2456,93
2025-12-01;12;Moda;3606,15;1500,66
2025-12-01;12;Beleza;6727,29;2445,12
2025-12-01;12;Esporte;7546,54;3185,22
