VendaItemID;PedidoID;Data;ClienteID;ProdutoID;LojaID;VendedorID;CanalVenda;FormaPagamento;Quantidade;PrecoUnitario;CustoUnitario;PercentualDesconto;ValorBruto;ValorDesconto;ValorLiquido;CustoTotal
4794;12904;2024-05-06;489;29;4;10;Loja Fisica;Pix;3;597,77;312,00;0,05;1793,31;89,67;1703,64;936,00
4795;12904;2024-05-06;489;56;4;10;Loja Fisica;Cartao Credito;1;378,13;256,00;0,05;378,13;18,91;359,22;256,00
4796;12905;2024-03-27;314;36;11;46;Marketplace;Pix;1;476,13;295,00;0,05;476,13;23,81;452,32;295,00
4797;12905;2024-03-27;314;5;11;46;Marketplace;Cartao Credito;2;377,97;239,00;0,08;755,94;60,48;695,46;478,00
4798;12905;2024-03-27;314;38;11;46;Marketplace;Boleto;1;639,39;299,00;0;639,39;0,00;639,39;299,00
4799;12905;2024-03-27;314;14;11;46;Marketplace;Pix;1;410,81;210,00;0,08;410,81;32,86;377,95;210,00
4800;12906;2025-02-24;246;26;4;28;Marketplace;Boleto;1;292,63;186,00;0;292,63;0,00;292,63;186,00
4801;12906;2025-02-24;246;29;4;28;Marketplace;Pix;2;597,77;312,00;0,08;1195,54;95,64;1099,90;624,00
4802;12907;2025-11-08;396;20;10;18;Loja Fisica;Cartao Credito;1;214,01;112,00;0;214,01;0,00;214,01;112,00
4803;12908;2024-09-08;446;60;9;15;Marketplace;Pix;1;201,75;142,00;0,05;201,75;10,09;191,66;142,00
4804;12909;2024-06-13;323;55;8;43;Loja Fisica;Cartao Credito;1;390,96;216,00;0,08;390,96;31,28;359,68;216,00
4805;12910;2025-05-12;543;26;4;28;Loja Fisica;Cartao Credito;1;292,63;186,00;0,15;292,63;43,89;248,74;186,00
4806;12910;2025-05-12;543;12;4;28;Loja Fisica;Pix;1;442,84;299,00;0,08;442,84;35,43;407,41;299,00
4807;12911;2025-05-26;647;18;1;37;E-commerce;Pix;1;187,78;108,00;0,08;187,78;15,02;172,76;108,00
4808;12912;2025-11-02;193;65;7;13;Loja Fisica;Cartao Debito;2;361,13;233,00;0;722,26;0,00;722,26;466,00
4809;12913;2025-08-10;12;65;7;36;Loja Fisica;Cartao Credito;2;361,13;233,00;0,08;722,26;57,78;664,48;466,00
4810;12913;2025-08-10;12;63;7;36;Loja Fisica;Pix;1;448,17;301,00;0;448,17;0,00;448,17;301,00
4811;12914;2024-06-24;689;55;9;12;Loja Fisica;Pix;1;390,96;216,00;0;390,96;0,00;390,96;216,00
4812;12915;2024-06-09;293;57;11;33;Loja Fisica;Cartao Credito;1;97,18;57,00;0;97,18;0,00;97,18;57,00
4813;12915;2024-06-09;293;28;11;33;Loja Fisica;Cartao Credito;1;159,56;98,00;0,10;159,56;15,96;143,60;98,00
4814;12916;2024-12-20;265;71;12;38;Loja Fisica;Boleto;1;193,81;118,00;0,15;193,81;29,07;164,74;118,00
4815;12917;2025-06-30;198;70;4;39;Loja Fisica;Cartao Credito;1;544,49;299,00;0,10;544,49;54,45;490,04;299,00
4816;12917;2025-06-30;198;18;4;39;Loja Fisica;Cartao Credito;1;187,78;108,00;0;187,78;0,00;187,78;108,00
4817;12917;2025-06-30;198;65;4;39;Loja Fisica;Pix;2;361,13;233,00;0,05;722,26;36,11;686,15;466,00
4818;12918;2025-02-28;58;61;5;45;Loja Fisica;Cartao Credito;2;276,33;194,00;0;552,66;0,00;552,66;388,00
4819;12918;2025-02-28;58;57;5;45;Loja Fisica;Boleto;1;97,18;57,00;0,10;97,18;9,72;87,46;57,00
4820;12919;2024-09-03;110;3;8;43;Loja Fisica;Cartao Credito;1;270,81;144,00;0;270,81;0,00;270,81;144,00
4821;12919;2024-09-03;110;63;8;43;Loja Fisica;Cartao Credito;1;448,17;301,00;0,10;448,17;44,82;403,35;301,00
4822;12920;2025-03-26;732;62;4;10;Loja Fisica;Cartao Debito;2;342,76;167,00;0,05;685,52;34,28;651,24;334,00
4823;12920;2025-03-26;732;36;4;10;Loja Fisica;Cartao Credito;3;476,13;295,00;0;1428,39;0,00;1428,39;885,00
4824;12921;2025-05-23;163;46;9;12;Loja Fisica;Cartao Credito;2;353,98;190,00;0,08;707,96;56,64;651,32;380,00
4825;12921;2025-05-23;163;5;9;12;Loja Fisica;Cartao Credito;1;377,97;239,00;0,15;377,97;56,70;321,27;239,00
4826;12922;2025-06-17;733;15;5;4;Marketplace;Cartao Credito;1;98,13;48,00;0,05;98,13;4,91;93,22;48,00
4827;12923;2024-05-22;615;55;2;21;E-commerce;Cartao Credito;1;390,96;216,00;0;390,96;0,00;390,96;216,00
4828;12924;2024-11-03;270;59;3;47;Loja Fisica;Pix;1;39,89;28,00;0;39,89;0,00;39,89;28,00
4829;12924;2024-11-03;270;60;3;47;Loja Fisica;Cartao Credito;1;201,75;142,00;0,10;201,75;20,18;181,57;142,00
4830;12925;2024-02-14;683;14;7;35;Loja Fisica;Cartao Credito;1;410,81;210,00;0;410,81;0,00;410,81;210,00
4831;12926;2024-08-26;417;18;9;12;E-commerce;Pix;2;187,78;108,00;0,15;375,56;56,33;319,23;216,00
4832;12927;2025-06-21;142;55;7;35;Loja Fisica;Cartao Credito;2;390,96;216,00;0,10;781,92;78,19;703,73;432,00
4833;12927;2025-06-21;142;56;7;35;Loja Fisica;Cartao Credito;4;378,13;256,00;0;1512,52;0,00;1512,52;1024,00
4834;12928;2025-05-24;657;26;5;19;Loja Fisica;Pix;1;292,63;186,00;0;292,63;0,00;292,63;186,00
4835;12928;2025-05-24;657;75;5;19;Loja Fisica;Pix;1;195,44;110,00;0;195,44;0,00;195,44;110,00
4836;12929;2024-01-05;409;55;11;30;Loja Fisica;Cartao Debito;1;390,96;216,00;0;390,96;0,00;390,96;216,00
4837;12929;2024-01-05;409;5;11;30;Loja Fisica;Cartao Credito;1;377,97;239,00;0,05;377,97;18,90;359,07;239,00
4838;12930;2024-02-07;86;51;10;29;Loja Fisica;Pix;1;132,15;89,00;0,10;132,15;13,22;118,94;89,00
4839;12930;2024-02-07;86;44;10;29;Loja Fisica;Cartao Credito;3;464,54;216,00;0,10;1393,62;139,36;1254,26;648,00
4840;12931;2025-04-30;276;63;9;42;E-commerce;Pix;2;448,17;301,00;0,15;896,34;134,45;761,89;602,00
4841;12932;2024-01-05;323;71;11;31;Loja Fisica;Pix;1;193,81;118,00;0,05;193,81;9,69;184,12;118,00
4842;12932;2024-01-05;323;8;11;31;Loja Fisica;Cartao Credito;1;252,71;167,00;0;252,71;0,00;252,71;167,00
4843;12933;2025-02-10;793;6;6;16;Marketplace;Pix;2;367,38;167,00;0;734,76;0,00;734,76;334,00
4844;12933;2025-02-10;793;52;6;16;Marketplace;Cartao Debito;2;466,16;306,00;0;932,32;0,00;932,32;612,00
4845;12934;2024-04-05;686;46;4;28;Marketplace;Cartao Credito;1;353,98;190,00;0;353,98;0,00;353,98;190,00
4846;12935;2025-04-14;264;53;7;35;Loja Fisica;Pix;1;569,38;241,00;0,05;569,38;28,47;540,91;241,00
4847;12935;2025-04-14;264;8;7;35;Loja Fisica;Cartao Credito;2;252,71;167,00;0;505,42;0,00;505,42;334,00
4848;12935;2025-04-14;264;34;7;35;Loja Fisica;Cartao Credito;1;476,27;241,00;0,05;476,27;23,81;452,46;241,00
4849;12936;2025-12-18;361;44;10;29;Loja Fisica;Cartao Debito;1;464,54;216,00;0,10;464,54;46,45;418,09;216,00
4850;12936;2025-12-18;361;41;10;29;Loja Fisica;Cartao Credito;1;604,17;281,00;0,10;604,17;60,42;543,75;281,00
4851;12936;2025-12-18;361;9;10;29;Loja Fisica;Cartao Credito;2;111,45;77,00;0;222,90;0,00;222,90;154,00
4852;12937;2025-06-26;169;52;12;6;E-commerce;Pix;3;466,16;306,00;0;1398,48;0,00;1398,48;918,00
4853;12938;2024-05-17;507;30;10;29;Loja Fisica;Cartao Debito;1;559,42;244,00;0,10;559,42;55,94;503,48;244,00
4854;12939;2024-11-12;696;37;6;23;Loja Fisica;Cartao Credito;3;61,93;30,00;0;185,79;0,00;185,79;90,00
4855;12940;2025-04-28;133;36;8;43;Loja Fisica;Cartao Credito;3;476,13;295,00;0,05;1428,39;71,42;1356,97;885,00
4856;12940;2025-04-28;133;66;8;43;Loja Fisica;Cartao Credito;1;421,89;245,00;0,15;421,89;63,28;358,61;245,00
4857;12941;2024-01-11;462;3;7;8;E-commerce;Cartao Credito;1;270,81;144,00;0,08;270,81;21,66;249,15;144,00
4858;12941;2024-01-11;462;23;7;8;E-commerce;Pix;1;84,30;53,00;0;84,30;0,00;84,30;53,00
4859;12942;2025-01-23;266;55;11;30;Loja Fisica;Cartao Debito;1;390,96;216,00;0;390,96;0,00;390,96;216,00
4860;12943;2024-02-21;292;47;3;27;Loja Fisica;Pix;1;477,26;210,00;0,08;477,26;38,18;439,08;210,00
4861;12944;2025-06-25;268;49;12;32;Loja Fisica;Pix;1;93,60;65,00;0;93,60;0,00;93,60;65,00
4862;12944;2025-06-25;268;29;12;32;Loja Fisica;Cartao Credito;1;597,77;312,00;0;597,77;0,00;597,77;312,00
4863;12945;2025-04-23;28;10;12;25;Loja Fisica;Pix;3;465,89;208,00;0;1397,67;0,00;1397,67;624,00
4864;12946;2024-10-26;331;42;4;39;Marketplace;Cartao Credito;1;178,86;79,00;0,10;178,86;17,89;160,97;79,00
4865;12947;2024-05-06;536;24;3;1;Loja Fisica;Cartao Credito;1;329,45;186,00;0,10;329,45;32,95;296,50;186,00
4866;12947;2024-05-06;536;66;3;1;Loja Fisica;Cartao Credito;1;421,89;245,00;0;421,89;0,00;421,89;245,00
4867;12948;2025-07-20;598;7;9;15;Loja Fisica;Cartao Debito;1;220,80;106,00;0;220,80;0,00;220,80;106,00
4868;12949;2025-09-28;661;50;6;16;E-commerce;Cartao Credito;2;142,61;60,00;0;285,22;0,00;285,22;120,00
4869;12949;2025-09-28;661;33;6;16;E-commerce;Boleto;2;122,35;81,00;0,15;244,70;36,70;208,00;162,00
4870;12950;2024-05-13;343;68;7;36;Loja Fisica;Pix;1;106,02;75,00;0,10;106,02;10,60;95,42;75,00
4871;12951;2025-09-28;657;64;12;40;Loja Fisica;Cartao Credito;1;590,82;320,00;0;590,82;0,00;590,82;320,00
4872;12951;2025-09-28;657;25;12;40;Loja Fisica;Cartao Credito;2;307,07;133,00;0,08;614,14;49,13;565,01;266,00
4873;12952;2025-02-02;112;35;10;29;E-commerce;Boleto;1;434,65;220,00;0,10;434,65;43,47;391,18;220,00
4874;12953;2024-08-17;372;20;9;42;Loja Fisica;Boleto;1;214,01;112,00;0,05;214,01;10,70;203,31;112,00
4875;12953;2024-08-17;372;3;9;42;Loja Fisica;Cartao Debito;1;270,81;144,00;0,15;270,81;40,62;230,19;144,00
4876;12954;2025-09-09;592;58;12;32;Loja Fisica;Boleto;2;490,22;308,00;0,08;980,44;78,44;902,00;616,00
4877;12955;2024-04-11;659;10;6;16;Loja Fisica;Pix;4;465,89;208,00;0,05;1863,56;93,18;1770,38;832,00
4878;12956;2024-03-13;219;50;11;31;E-commerce;Boleto;3;142,61;60,00;0,08;427,83;34,23;393,60;180,00
4879;12956;2024-03-13;219;60;11;31;E-commerce;Cartao Credito;1;201,75;142,00;0,10;201,75;20,18;181,57;142,00
4880;12957;2024-01-21;45;73;1;37;Loja Fisica;Boleto;1;105,23;75,00;0,15;105,23;15,78;89,45;75,00
4881;12958;2025-04-20;787;42;1;3;Loja Fisica;Cartao Credito;1;178,86;79,00;0,10;178,86;17,89;160,97;79,00
4882;12959;2025-03-07;98;64;4;28;E-commerce;Cartao Debito;2;590,82;320,00;0,05;1181,64;59,08;1122,56;640,00
4883;12960;2025-07-23;649;64;8;9;Loja Fisica;Boleto;1;590,82;320,00;0,15;590,82;88,62;502,20;320,00
4884;12960;2025-07-23;649;23;8;9;Loja Fisica;Pix;1;84,30;53,00;0,08;84,30;6,74;77,56;53,00
4885;12961;2024-07-18;79;27;2;21;E-commerce;Cartao Debito;1;517,31;227,00;0;517,31;0,00;517,31;227,00
4886;12962;2024-04-09;667;15;5;19;Loja Fisica;Cartao Credito;1;98,13;48,00;0,08;98,13;7,85;90,28;48,00
4887;12962;2024-04-09;667;74;5;19;Loja Fisica;Boleto;4;75,76;32,00;0,15;303,04;45,46;257,58;128,00
4888;12963;2025-10-10;686;19;5;45;Loja Fisica;Cartao Debito;2;335,99;161,00;0,05;671,98;33,60;638,38;322,00
4889;12964;2024-12-29;235;1;8;43;E-commerce;Cartao Credito;2;438,15;304,00;0;876,30;0,00;876,30;608,00
4890;12965;2025-07-08;358;25;3;1;Loja Fisica;Cartao Credito;1;307,07;133,00;0,08;307,07;24,57;282,50;133,00
4891;12965;2025-07-08;358;3;3;1;Loja Fisica;Cartao Credito;1;270,81;144,00;0,08;270,81;21,66;249,15;144,00
4892;12965;2025-07-08;358;48;3;1;Loja Fisica;Pix;1;207,39;147,00;0;207,39;0,00;207,39;147,00
4893;12966;2025-04-15;386;7;11;31;E-commerce;Cartao Credito;2;220,80;106,00;0;441,60;0,00;441,60;212,00
4894;12966;2025-04-15;386;51;11;31;E-commerce;Cartao Credito;2;132,15;89,00;0;264,30;0,00;264,30;178,00
4895;12966;2025-04-15;386;60;11;31;E-commerce;Pix;1;201,75;142,00;0,15;201,75;30,26;171,49;142,00
4896;12966;2025-04-15;386;51;11;31;E-commerce;Cartao Debito;1;132,15;89,00;0,05;132,15;6,61;125,54;89,00
4897;12967;2025-08-25;489;44;11;17;Loja Fisica;Cartao Credito;1;464,54;216,00;0,08;464,54;37,16;427,38;216,00
4898;12968;2024-09-06;627;24;1;37;E-commerce;Pix;1;329,45;186,00;0,10;329,45;32,95;296,50;186,00
4899;12968;2024-09-06;627;43;1;37;E-commerce;Cartao Debito;1;564,99;284,00;0,15;564,99;84,75;480,24;284,00
4900;12968;2024-09-06;627;2;1;37;E-commerce;Cartao Debito;1;56,63;41,00;0,15;56,63;8,49;48,14;41,00
4901;12969;2025-07-10;1;54;10;18;Marketplace;Cartao Credito;1;266,52;127,00;0;266,52;0,00;266,52;127,00
4902;12969;2025-07-10;1;49;10;18;Marketplace;Cartao Credito;1;93,60;65,00;0,15;93,60;14,04;79,56;65,00
4903;12970;2024-02-21;408;56;7;13;Loja Fisica;Cartao Credito;2;378,13;256,00;0,05;756,26;37,81;718,45;512,00
4904;12970;2024-02-21;408;35;7;13;Loja Fisica;Pix;1;434,65;220,00;0,05;434,65;21,73;412,92;220,00
4905;12971;2025-11-28;454;74;8;9;E-commerce;Cartao Credito;4;75,76;32,00;0,05;303,04;15,15;287,89;128,00
4906;12971;2025-11-28;454;50;8;9;E-commerce;Cartao Credito;2;142,61;60,00;0,08;285,22;22,82;262,40;120,00
4907;12972;2024-03-11;154;3;3;2;E-commerce;Pix;1;270,81;144,00;0,15;270,81;40,62;230,19;144,00
4908;12972;2024-03-11;154;61;3;2;E-commerce;Pix;1;276,33;194,00;0,08;276,33;22,11;254,22;194,00
4909;12972;2024-03-11;154;20;3;2;E-commerce;Cartao Credito;1;214,01;112,00;0;214,01;0,00;214,01;112,00
4910;12973;2025-06-27;402;58;12;25;Loja Fisica;Cartao Credito;4;490,22;308,00;0,08;1960,88;156,87;1804,01;1232,00
4911;12974;2024-01-13;584;33;1;37;E-commerce;Pix;1;122,35;81,00;0;122,35;0,00;122,35;81,00
4912;12975;2024-04-28;780;20;4;41;E-commerce;Cartao Credito;2;214,01;112,00;0;428,02;0,00;428,02;224,00
4913;12976;2025-04-01;535;21;12;40;Marketplace;Cartao Debito;3;198,22;108,00;0;594,66;0,00;594,66;324,00
4914;12977;2025-02-19;624;31;5;5;E-commerce;Boleto;1;331,86;210,00;0,05;331,86;16,59;315,27;210,00
4915;12977;2025-02-19;624;36;5;5;E-commerce;Pix;2;476,13;295,00;0;952,26;0,00;952,26;590,00
4916;12977;2025-02-19;624;14;5;5;E-commerce;Cartao Credito;1;410,81;210,00;0,08;410,81;32,86;377,95;210,00
4917;12978;2025-07-05;229;47;2;14;Loja Fisica;Cartao Credito;1;477,26;210,00;0,10;477,26;47,73;429,53;210,00
4918;12978;2025-07-05;229;75;2;14;Loja Fisica;Cartao Credito;2;195,44;110,00;0;390,88;0,00;390,88;220,00
4919;12979;2024-02-19;443;8;5;19;E-commerce;Boleto;2;252,71;167,00;0,10;505,42;50,54;454,88;334,00
4920;12980;2024-04-10;779;64;10;18;Loja Fisica;Cartao Debito;1;590,82;320,00;0;590,82;0,00;590,82;320,00
4921;12981;2024-03-15;703;3;10;18;Loja Fisica;Cartao Debito;2;270,81;144,00;0,15;541,62;81,24;460,38;288,00
4922;12981;2024-03-15;703;7;10;18;Loja Fisica;Cartao Debito;2;220,80;106,00;0,15;441,60;66,24;375,36;212,00
4923;12982;2024-10-25;83;13;5;24;Loja Fisica;Cartao Credito;1;125,43;65,00;0,15;125,43;18,81;106,62;65,00
4924;12982;2024-10-25;83;36;5;24;Loja Fisica;Cartao Credito;1;476,13;295,00;0;476,13;0,00;476,13;295,00
4925;12983;2024-02-21;31;71;9;15;Loja Fisica;Cartao Credito;1;193,81;118,00;0,10;193,81;19,38;174,43;118,00
4926;12984;2025-05-06;729;62;8;43;E-commerce;Cartao Credito;1;342,76;167,00;0;342,76;0,00;342,76;167,00
4927;12984;2025-05-06;729;11;8;43;E-commerce;Boleto;1;351,60;160,00;0,10;351,60;35,16;316,44;160,00
4928;12984;2025-05-06;729;12;8;43;E-commerce;Pix;1;442,84;299,00;0,08;442,84;35,43;407,41;299,00
4929;12984;2025-05-06;729;20;8;43;E-commerce;Cartao Credito;2;214,01;112,00;0,08;428,02;34,24;393,78;224,00
4930;12985;2025-03-05;661;45;5;45;Marketplace;Cartao Credito;2;685,07;296,00;0;1370,14;0,00;1370,14;592,00
4931;12985;2025-03-05;661;74;5;45;Marketplace;Cartao Credito;1;75,76;32,00;0;75,76;0,00;75,76;32,00
4932;12986;2025-02-17;218;19;4;28;Loja Fisica;Pix;1;335,99;161,00;0,15;335,99;50,40;285,59;161,00
4933;12986;2025-02-17;218;8;4;28;Loja Fisica;Cartao Credito;1;252,71;167,00;0,08;252,71;20,22;232,49;167,00
4934;12987;2025-03-08;177;48;9;15;Loja Fisica;Cartao Credito;1;207,39;147,00;0,10;207,39;20,74;186,65;147,00
4935;12987;2025-03-08;177;24;9;15;Loja Fisica;Pix;1;329,45;186,00;0,08;329,45;26,36;303,09;186,00
4936;12988;2024-11-16;348;48;11;17;Loja Fisica;Cartao Credito;3;207,39;147,00;0;622,17;0,00;622,17;441,00
4937;12988;2024-11-16;348;47;11;17;Loja Fisica;Cartao Debito;4;477,26;210,00;0,15;1909,04;286,36;1622,68;840,00
4938;12989;2024-07-28;371;32;8;43;Loja Fisica;Cartao Debito;1;532,43;285,00;0;532,43;0,00;532,43;285,00
4939;12989;2024-07-28;371;20;8;43;Loja Fisica;Cartao Credito;2;214,01;112,00;0,10;428,02;42,80;385,22;224,00
4940;12990;2024-09-14;149;62;12;32;Loja Fisica;Cartao Credito;2;342,76;167,00;0,05;685,52;34,28;651,24;334,00
4941;12991;2025-07-18;503;2;1;3;Loja Fisica;Cartao Debito;1;56,63;41,00;0;56,63;0,00;56,63;41,00
4942;12992;2024-11-29;536;22;12;40;Loja Fisica;Cartao Credito;1;489,98;310,00;0;489,98;0,00;489,98;310,00
4943;12992;2024-11-29;536;70;12;40;Loja Fisica;Cartao Credito;1;544,49;299,00;0,05;544,49;27,22;517,27;299,00
4944;12992;2024-11-29;536;67;12;40;Loja Fisica;Pix;1;595,86;264,00;0;595,86;0,00;595,86;264,00
4945;12993;2025-04-07;785;65;1;37;Loja Fisica;Cartao Credito;3;361,13;233,00;0,10;1083,39;108,34;975,05;699,00
4946;12993;2025-04-07;785;69;1;37;Loja Fisica;Cartao Credito;1;128,89;80,00;0,10;128,89;12,89;116,00;80,00
4947;12994;2024-07-26;681;48;12;38;Loja Fisica;Cartao Credito;2;207,39;147,00;0;414,78;0,00;414,78;294,00
4948;12995;2024-05-18;461;39;11;30;E-commerce;Cartao Debito;2;135,97;82,00;0,15;271,94;40,79;231,15;164,00
4949;12995;2024-05-18;461;57;11;30;E-commerce;Pix;1;97,18;57,00;0;97,18;0,00;97,18;57,00
4950;12995;2024-05-18;461;70;11;30;E-commerce;Cartao Credito;1;544,49;299,00;0,10;544,49;54,45;490,04;299,00
4951;12995;2024-05-18;461;12;11;30;E-commerce;Cartao Debito;1;442,84;299,00;0,05;442,84;22,14;420,70;299,00
4952;12996;2025-04-28;538;32;1;37;Loja Fisica;Cartao Debito;1;532,43;285,00;0,08;532,43;42,59;489,84;285,00
4953;12996;2025-04-28;538;10;1;37;Loja Fisica;Cartao Credito;2;465,89;208,00;0,10;931,78;93,18;838,60;416,00
4954;12997;2024-08-16;627;47;11;33;Loja Fisica;Pix;2;477,26;210,00;0,15;954,52;143,18;811,34;420,00
4955;12997;2024-08-16;627;50;11;33;Loja Fisica;Cartao Credito;1;142,61;60,00;0;142,61;0,00;142,61;60,00
4956;12998;2024-12-01;159;36;7;13;Marketplace;Cartao Credito;2;476,13;295,00;0,15;952,26;142,84;809,42;590,00
4957;12999;2024-05-14;580;67;10;18;E-commerce;Pix;1;595,86;264,00;0;595,86;0,00;595,86;264,00
4958;13000;2025-01-20;747;34;1;3;Loja Fisica;Cartao Debito;1;476,27;241,00;0;476,27;0,00;476,27;241,00
4959;13000;2025-01-20;747;68;1;3;Loja Fisica;Cartao Credito;1;106,02;75,00;0,10;106,02;10,60;95,42;75,00
4960;13001;2025-01-25;597;40;3;1;Loja Fisica;Pix;2;347,83;257,00;0,05;695,66;34,78;660,88;514,00
4961;13001;2025-01-25;597;14;3;1;Loja Fisica;Cartao Credito;2;410,81;210,00;0;821,62;0,00;821,62;420,00
4962;13002;2024-01-13;386;54;6;44;E-commerce;Pix;3;266,52;127,00;0;799,56;0,00;799,56;381,00
4963;13002;2024-01-13;386;50;6;44;E-commerce;Cartao Credito;1;142,61;60,00;0;142,61;0,00;142,61;60,00
4964;13003;2025-07-14;560;71;9;12;E-commerce;Boleto;3;193,81;118,00;0,15;581,43;87,21;494,22;354,00
4965;13003;2025-07-14;560;4;9;12;E-commerce;Cartao Debito;1;486,34;312,00;0;486,34;0,00;486,34;312,00
4966;13004;2024-07-28;410;66;12;38;Loja Fisica;Cartao Credito;1;421,89;245,00;0,10;421,89;42,19;379,70;245,00
4967;13004;2024-07-28;410;65;12;38;Loja Fisica;Boleto;1;361,13;233,00;0,15;361,13;54,17;306,96;233,00
4968;13005;2025-05-14;799;64;3;47;Loja Fisica;Cartao Credito;4;590,82;320,00;0,15;2363,28;354,49;2008,79;1280,00
4969;13006;2024-08-17;733;39;2;14;E-commerce;Pix;1;135,97;82,00;0;135,97;0,00;135,97;82,00
4970;13006;2024-08-17;733;61;2;14;E-commerce;Cartao Credito;1;276,33;194,00;0,05;276,33;13,82;262,51;194,00
4971;13007;2025-06-08;268;5;12;40;Loja Fisica;Cartao Debito;1;377,97;239,00;0,08;377,97;30,24;347,73;239,00
4972;13007;2025-06-08;268;60;12;40;Loja Fisica;Pix;1;201,75;142,00;0;201,75;0,00;201,75;142,00
4973;13008;2024-08-21;126;40;2;48;Loja Fisica;Cartao Credito;1;347,83;257,00;0;347,83;0,00;347,83;257,00
4974;13009;2024-04-19;74;40;3;1;Loja Fisica;Cartao Debito;1;347,83;257,00;0;347,83;0,00;347,83;257,00
4975;13010;2024-11-18;558;41;9;42;Loja Fisica;Cartao Credito;1;604,17;281,00;0;604,17;0,00;604,17;281,00
4976;13010;2024-11-18;558;34;9;42;Loja Fisica;Cartao Credito;1;476,27;241,00;0;476,27;0,00;476,27;241,00
4977;13010;2024-11-18;558;51;9;42;Loja Fisica;Cartao Credito;1;132,15;89,00;0,08;132,15;10,57;121,58;89,00
4978;13011;2024-08-18;44;59;2;14;Loja Fisica;Cartao Credito;1;39,89;28,00;0,15;39,89;5,98;33,91;28,00
4979;13011;2024-08-18;44;29;2;14;Loja Fisica;Cartao Credito;1;597,77;312,00;0,10;597,77;59,78;537,99;312,00
4980;13011;2024-08-18;44;3;2;14;Loja Fisica;Cartao Credito;1;270,81;144,00;0,10;270,81;27,08;243,73;144,00
4981;13012;2024-01-06;774;31;2;14;Loja Fisica;Cartao Debito;2;331,86;210,00;0;663,72;0,00;663,72;420,00
4982;13012;2024-01-06;774;63;2;14;Loja Fisica;Pix;1;448,17;301,00;0,10;448,17;44,82;403,35;301,00
4983;13013;2025-12-13;586;45;12;25;Marketplace;Cartao Credito;1;685,07;296,00;0;685,07;0,00;685,07;296,00
4984;13014;2025-02-15;192;5;12;6;Loja Fisica;Pix;1;377,97;239,00;0,15;377,97;56,70;321,27;239,00
4985;13015;2024-05-02;251;44;8;9;Loja Fisica;Pix;1;464,54;216,00;0;464,54;0,00;464,54;216,00
4986;13015;2024-05-02;251;8;8;9;Loja Fisica;Boleto;2;252,71;167,00;0,08;505,42;40,43;464,99;334,00
4987;13015;2024-05-02;251;20;8;9;Loja Fisica;Cartao Credito;1;214,01;112,00;0;214,01;0,00;214,01;112,00
4988;13016;2024-07-25;581;31;6;23;E-commerce;Cartao Credito;1;331,86;210,00;0;331,86;0,00;331,86;210,00
4989;13017;2025-11-07;371;13;9;42;Loja Fisica;Pix;1;125,43;65,00;0,15;125,43;18,81;106,62;65,00
4990;13018;2024-01-29;306;63;9;15;Loja Fisica;Pix;1;448,17;301,00;0;448,17;0,00;448,17;301,00
4991;13019;2024-09-03;125;29;11;17;Loja Fisica;Pix;1;597,77;312,00;0,15;597,77;89,67;508,10;312,00
4992;13020;2025-01-04;734;50;9;15;E-commerce;Pix;2;142,61;60,00;0;285,22;0,00;285,22;120,00
4993;13020;2025-01-04;734;65;9;15;E-commerce;Cartao Debito;1;361,13;233,00;0,10;361,13;36,11;325,02;233,00
4994;13021;2024-04-07;357;52;7;8;Loja Fisica;Pix;2;466,16;306,00;0,15;932,32;139,85;792,47;612,00
4995;13022;2024-12-23;468;50;1;3;Marketplace;Cartao Credito;2;142,61;60,00;0,05;285,22;14,26;270,96;120,00
4996;13023;2024-01-22;411;19;5;7;Loja Fisica;Pix;2;335,99;161,00;0,08;671,98;53,76;618,22;322,00
4997;13024;2024-07-19;619;72;12;40;E-commerce;Pix;2;114,36;63,00;0,10;228,72;22,87;205,85;126,00
4998;13025;2024-01-11;4;11;3;47;Loja Fisica;Cartao Credito;3;351,60;160,00;0,15;1054,80;158,22;896,58;480,00
4999;13025;2024-01-11;4;44;3;47;Loja Fisica;Cartao Credito;1;464,54;216,00;0,05;464,54;23,23;441,31;216,00
5000;13025;2024-01-11;4;33;3;47;Loja Fisica;Pix;1;122,35;81,00;0;122,35;0,00;122,35;81,00
5001;13025;2024-01-11;4;61;3;47;Loja Fisica;Cartao Debito;1;276,33;194,00;0,08;276,33;22,11;254,22;194,00
5002;13026;2024-12-11;66;46;4;39;E-commerce;Cartao Debito;1;353,98;190,00;0,08;353,98;28,32;325,66;190,00
5003;13027;2025-10-05;19;40;10;29;Marketplace;Cartao Credito;1;347,83;257,00;0;347,83;0,00;347,83;257,00
5004;13027;2025-10-05;19;18;10;29;Marketplace;Cartao Credito;2;187,78;108,00;0,10;375,56;37,56;338,00;216,00
5005;13028;2025-02-26;96;73;11;17;Loja Fisica;Cartao Credito;1;105,23;75,00;0;105,23;0,00;105,23;75,00
5006;13028;2025-02-26;96;67;11;17;Loja Fisica;Cartao Credito;1;595,86;264,00;0,10;595,86;59,59;536,27;264,00
5007;13029;2024-02-12;203;63;3;1;Loja Fisica;Cartao Credito;1;448,17;301,00;0,05;448,17;22,41;425,76;301,00
5008;13030;2024-06-22;331;11;6;44;Marketplace;Cartao Credito;1;351,60;160,00;0,10;351,60;35,16;316,44;160,00
